V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	fdr
N1.HOG0025867	Success	OG0012777	249	0.37267047226107	-25362.188819124	-25023.477041669	-25023.079671305	0.66291205052222	0.79474072722951	1.9382474932617e-06	0.43613562439465	0.31715186000503	0.54407000903364	9.5486405138349	0.019794366571706	0.00016332577946086	0.43613562439465	0.46707224249467	0.54407000903364	4.4628784424176	0.019794366571706	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/86332132/	0.689154425290261
N1.HOG0024121	Success	OG0011071	193	0.702728987815	-14380.624099455	-14060.08350386	-14060.010679612	0.89400644540595	0.14564849535236	1.0153355119792e-05	0.68814906162427	0.16023958374003	0.30434411422337	8.5164544113849	0.0075068241523628	3.4346048326823e-05	0.68814906162427	0.19456247528756	0.30434411422337	6.7866802210782	0.0075068241523628	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/89226510/	0.904189428220821
N1.HOG0022328	Success	OG0009381	2038	0.0015178489373042	-116563.74693642	-113723.36659199	-113718.33818138	41.940016652949	10.056821223028	0.00032208514104554	0.92527313911609	0.98084522437293	0.073071545517937	4001.2164060117	0.0016553153659697	3.5013262002735e-147	0.92527313911609	0.4443488603698	0.073071545517937	1.1912260458794e+151	0.0016553153659697	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/73947034/	0.0171327382468219
N1.HOG0015013	Success	OG0004278	192	0.20910962322355	-12914.941134232	-12601.839129472	-12601.050339485	0.35572150372404	1.5775799752591	2.4860633714971e-05	0.28178593746596	0.0057249207963002	0.55880998874873	2.507731278301	0.15940407378531	0.02301890571685	0.28178593746596	0.1593640611916	0.55880998874873	1.3868606841512	0.15940407378531	n1	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/42509028/	0.512676347370171
N1.HOG0011693	Success	OG0002588	740	7.764554810219e-08	-55079.771978312	-53875.203361921	-53860.771397969	0.36333084675563	28.863927904255	0.029210989813776	0.87791680051868	1	0.1058215296615	12.568436369399	0.016261669819817	0.27700373705326	0.87791680051868	1	0.1058215296615	2.508434629422	0.016261669819817	n174	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/87421677/	3.78806314172191e-06
N1.HOG0004976	Success	OG0000657	368	0.063283740339147	-26318.001356312	-25738.393058394	-25736.668475994	0.59576773312313	3.449164799742	0.0024234217572067	0.80050203991422	0.91237500622165	0.17631293095982	7.2574855993867	0.023185029125963	0.027652041249768	0.80050203991422	0.94683125294582	0.17631293095982	3.2570815526057	0.023185029125963	n4	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/81913991/	0.250726609702499
N1.HOG0025855	Success	OG0012765	234	0.68298728155543	-17933.926397781	-17739.173787095	-17739.090395848	0.91321318631715	0.16678249485267	0	0.3654982989244	0.15388345327331	0.61272770724916	5.948995512326	0.021773993826442	0	0.3654982989244	0.18102266187542	0.61272770724916	5.0960319866519	0.021773993826442	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/80278399/	0.894790078981608
N1.HOG0024250	Success	OG0011200	600	0.38701376268672	-47231.560960613	-46206.363961988	-46205.989810046	0.88267762675807	0.74830388512055	0.031119114255069	0.87094320993701	0.86145434681054	0.10430601602739	6.8146629154365	0.024750774035593	0.046755084827315	0.87094320993701	0.87665955547688	0.10430601602739	5.440799301081	0.024750774035593	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/71950745/	0.699383722728141
N1.HOG0022497	Success	OG0009531	554	0.94771688874781	-39433.492179865	-39043.910177395	-39043.908027412	0.94457015053384	0.0042999660799978	0.0011476489375242	0.58555381004744	0.29964777889156	0.40638587368755	9.8661802270605	0.008060316265004	0.0016702573833409	0.58555381004744	0.32034830680448	0.40638587368755	8.6904749614374	0.008060316265004	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/56985109/	1
N1.HOG0018341	Success	OG0006257	107	0.96500374810228	-9802.9410081704	-9690.4514453084	-9690.4504827844	1.0244807416821	0.0019250481127528	0.00035659966773901	0.46244527333494	0.26222212518143	0.52003130257208	8.9830760097907	0.017523424092977	0.00029361332842848	0.46244527333494	0.25376862522037	0.52003130257208	9.4790677520172	0.017523424092977	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/97421474/	1
N1.HOG0012169	Success	OG0002798	427	0.039066571091204	-25867.835157242	-24899.155492493	-24897.026507311	0.62657064429929	4.2579703629162	0	0.444474818317	0.009295859234199	0.50236603409615	3.3779681461355	0.053159147586843	0	0.444474818317	0.053332245205315	0.50236603409615	2.1440753730203	0.053159147586843	n118	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/24642282/	0.183158913921769
N1.HOG0008799	Success	OG0001558	38	0.98421919918509	-3640.401999349	-3606.962631407	-3606.9624357909	1.1206886848146	0.0003912321972166	0	0.42408647553068	0	0.13248023229441	1.1256769993638	0.44343329217491	0	0.42408647553068	0	0.13248023229441	1.1418757641958	0.44343329217491	n209	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/25425612/	1
N1.HOG0004656	Success	OG0000603	376	0.45420424609545	-16598.000673227	-16314.988113699	-16314.708044203	0.00014075567564286	0.56013899188474	0	0.92911764402183	1	0.069978704649564	916.3695428317	0.00090365132860121	0	0.92911764402183	1	0.069978704649564	1.0009604737448	0.00090365132860121	n218	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/73728529/	0.752648224024614
N1.HOG0027225	Success	OG0014052	38	0.29472319264231	-4122.435548214	-4089.3952984641	-4088.8463388318	0.39947311140848	1.0979192646855	1.1070896218552e-09	0.085806302362625	0.050852281349413	0.6679162511701	1	0.24627744646728	0.00026447938707458	0.085806302362625	0.30423264045655	0.6679162511701	1	0.24627744646728	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/56963914/	0.611254433690739
N1.HOG0025366	Success	OG0012289	242	0.055663957504494	-25204.342151654	-24535.825198444	-24533.9941563	0.66508526433873	3.6620842881821	0.00020366789185568	0.46566726069426	0.20498225189013	0.47224892234455	6.4534250925446	0.06208381696119	0.0035084782656181	0.46566726069426	0.34852394943411	0.47224892234455	3.456046507152	0.06208381696119	n0	/public4/group_crf/home/cuirf/deepsea/cellpaper/hyphy/Relax_Bassozetus/hyphytmp/63543102/	0.231800623036571
